CONGRESS_ID;ID_KU
968;1027
969;1027
970;1027
971;1027
972;1027
973;1027
974;1027
975;1027
976;1027
977;1027
978;1027
979;1027
980;1027
981;1027
982;1027
983;1027
984;1027
985;1027
986;1027
987;1027
988;1027
989;1027
990;1027
991;1027
992;1027
993;1027
994;1028
995;1028
996;1028
997;1028
998;1028
999;1028
1000;1028
1001;1028
1002;1028
1003;1028
1004;1028
1005;1028
1006;1028
1007;1028
1008;1028
1009;1028
1010;1028
1011;1028
1012;1028
1013;1028
1014;1028
1015;1028
1016;1028
1017;1028
1018;1028
1019;1028
1020;1028
1021;1028
1022;1028
1023;1028
1024;1028
1025;1028
1026;1028
1027;1028
1028;1028
1029;1028
1030;1028
1031;1028
1032;1028
1033;1028
1034;1028
1035;1028
1036;1028
1037;1028
1038;1028
1039;1028
1040;1028
1041;1028
1042;1028
1043;1029
1044;1029
1045;1029
1046;1029
1047;1029
1048;1029
1049;1029
1050;1029
1051;1029
1052;1029
1053;1029
1054;1029
1055;1029
1056;1029
1057;1029
1058;1029
1059;1029
1060;1029
1061;1029
1062;1029
1063;1029
1064;1029
1065;1029
1066;1029
1067;1029
1068;1029
1069;1029
1070;1029
1071;1029
1072;1029
1073;1029
1074;1029
1075;1029
1076;1030
1077;1030
1078;1030
1079;1030
1080;1030
1081;1030
1082;1030
1083;1030
1084;1030
1085;1030
1086;1030
1087;1030
1088;1030
1089;1030
1090;1030
1091;1030
1092;1030
1093;1030
1094;1030
1095;1030
1096;1030
1097;1030
1098;1030
1099;1030
1100;1030
1101;1030
1102;1030
1103;1030
1104;1030
1105;1030
1106;1030
1107;1030
1108;1030
1109;1030
1110;1030
1111;1030
1112;1030
1113;1030
1114;1030
1115;1030
1116;1030
1117;1030
1118;1030
1119;1030
1120;1030
1121;1030
1122;1030
1123;1030
1124;1030
1125;1030
1126;1030
1127;1031
1128;1031
1129;1031
1130;1031
1131;1031
1132;1031
1133;1031
1134;1031
1135;1031
1136;1031
1137;1031
1138;1031
1139;1031
1140;1031
1141;1031
1142;1031
1143;1031
1144;1031
1145;1031
1146;1031
1147;1031
1148;1031
1149;1031
1150;1031
1151;1031
1152;1031
1153;1031
1154;1031
1155;1031
1156;1031
1157;1031
1158;1031
1159;1031
1160;1031
1161;1031
1162;1031
1163;1031
1164;1031
1165;1031
1166;1031
1167;1031
1168;1031
1169;1031
1170;1031
1171;1031
1172;1031
1173;1032
1174;1032
1175;1032
1176;1032
1177;1032
1178;1032
1179;1032
1180;1032
1181;1032
1182;1032
1183;1032
1184;1032
1185;1032
1186;1032
1187;1032
1188;1032
1189;1032
1190;1033
1191;1033
1192;1033
1193;1033
1194;1033
1195;1033
1196;1033
1197;1033
1198;1033
1199;1033
1200;1033
1201;1033
1202;1033
1203;1033
1204;1033
1205;1033
1206;1033
1207;1033
1208;1033
1209;1033
1210;1033
1211;1033
1212;1033
1213;1033
1214;1033
1215;1033
1216;1033
1217;1033
1218;1033
1219;1033
1220;1033
1221;1033
1222;1033
1223;1033
1224;1033
1225;1033
1226;1033
1227;1033
1228;1033
1229;1033
1230;1033
1231;1033
1232;1033
1233;1033
1234;1033
1235;1033
1236;1033
1237;1033
1238;1033
1239;1033
1240;1033
1241;1034
1242;1034
1243;1034
1244;1034
1245;1034
1246;1034
1247;1034
1248;1034
1249;1034
1250;1034
1251;1034
1252;1034
1253;1034
1254;1034
1255;1034
1256;1034
1257;1034
1258;1034
1259;1034
1260;1034
1261;1034
1262;1034
1263;1034
1264;1034
1265;1034
1266;1034
1267;1034
1268;1034
1269;1034
1270;1034
1271;1034
1272;1034
1273;1034
1274;1034
1275;1034
1276;1034
1277;1034
1278;1034
1279;1034
1280;1034
1281;1034
1282;1034
1283;1034
1284;1034
1285;1034
1286;1034
1287;1034
1288;1034
1289;1034
1290;1034
1291;1034
1292;1035
1293;1035
1294;1035
1295;1035
1296;1035
1297;1035
1298;1035
1299;1035
1300;1035
1301;1035
1302;1035
1303;1035
1304;1035
1305;1035
1306;1035
1307;1035
1308;1035
1309;1035
1310;1035
1311;1035
1312;1035
1313;1035
1314;1035
1315;1035
1316;1035
1317;1035
1318;1035
1319;1035
1320;1035
1321;1035
1322;1035
1323;1035
1324;1035
1325;1035
1326;1035
1327;1035
1328;1035
1329;1035
1330;1036
1331;1036
1332;1036
1333;1036
1334;1036
1335;1036
1336;1036
1337;1036
1338;1036
1339;1036
1340;1036
1341;1036
1342;1036
1343;1036
1344;1036
1345;1036
1346;1036
1347;1036
1348;1036
1349;1036
1350;1036
1351;1036
1352;1036
1353;1036
1354;1036
1355;1036
1356;1036
1357;1036
1358;1036
1359;1036
1360;1036
1361;1036
1362;1036
1363;1036
1364;1036
1365;1036
1366;1036
1367;1036
1368;1036
1369;1036
1370;1036
1371;1036
1372;1036
1373;1036
1374;1036
1375;1036
1376;1036
1377;1036
1378;1037
1379;1037
1380;1037
1381;1037
1382;1037
1383;1037
1384;1037
1385;1037
1386;1037
1387;1037
1388;1037
1389;1037
1390;1037
1391;1038
1392;1038
1393;1038
1394;1038
1395;1038
1396;1038
1397;1038
1398;1038
1399;1038
1400;1038
1401;1038
1402;1038
1403;1038
1404;1038
1405;1038
1406;1038
1407;1038
1408;1038
1409;1038
1410;1038
1411;1038
1412;1038
1413;1038
1414;1038
1415;1038
1416;1038
1417;1038
1418;1038
1419;1038
1420;1038
1421;1038
1422;1038
1423;1038
1424;1039
1425;1039
1426;1039
1427;1039
1428;1039
1429;1039
1430;1039
1431;1039
1432;1039
1433;1039
1434;1039
1435;1039
1436;1039
1437;1039
1438;1039
1439;1039
1440;1039
1441;1039
1442;1039
1443;1039
1444;1039
1445;1039
1446;1039
1447;1039
1448;1039
1449;1039
1450;1039
1451;1039
1452;1039
1453;1039
1454;1039
1455;1039
1456;1039
1457;1039
1458;1040
1459;1040
1460;1040
1461;1040
1462;1040
1463;1040
1464;1040
1465;1040
1466;1040
1467;1040
1468;1040
1469;1040
1470;1040
1471;1040
1472;1040
1473;1040
1474;1040
1475;1040
1476;1040
1477;1040
1478;1040
1479;1040
1480;1040
1481;1040
1482;1040
1483;1040
1484;1040
1485;1040
1486;1040
1487;1040
1488;1040
1489;1040
1490;1040
1491;1040
1492;1040
1493;1040
1494;1040
1495;1040
1496;1040
1497;1040
1498;1040
1499;1040
1500;1040
1501;1040
1502;1040
1503;1040
1504;1040
1505;1040
1506;1040
1507;1040
1508;1040
1509;1041
1510;1041
1511;1041
1512;1041
1513;1041
1514;1041
1515;1041
1516;1041
1517;1041
1518;1041
1519;1041
1520;1041
1521;1041
1522;1041
1523;1041
1524;1041
1525;1041
1526;1041
1527;1041
1528;1041
1529;1041
1530;1041
1531;1041
1532;1041
1533;1041
1534;1041
1535;1041
1536;1041
1537;1041
1538;1041
1539;1041
1540;1041
1541;1041
1542;1041
1543;1041
1544;1041
1545;1041
1546;1041
1547;1041
1548;1041
1549;1041
1550;1041
1551;1041
1552;1041
1553;1041
1554;1041
1555;1041
1556;1041
1557;1041
1558;1041
1559;1041
1560;1042
1561;1042
1562;1042
1563;1042
1564;1042
1565;1042
1566;1042
1567;1042
1568;1042
1569;1042
1570;1042
1571;1042
1572;1042
1573;1042
1574;1042
1575;1042
1576;1042
1577;1042
1578;1042
1579;1042
1580;1042
1581;1042
1582;1042
1583;1042
1584;1042
1585;1042
1586;1042
1587;1042
1588;1042
1589;1042
1590;1043
1591;1043
1592;1043
1593;1043
1594;1043
1595;1043
1596;1043
1597;1043
1598;1043
1599;1043
1600;1043
1601;1043
1602;1043
1603;1043
1604;1043
1605;1043
1606;1043
1607;1043
1608;1043
1609;1043
1610;1043
1611;1043
1612;1043
1613;1043
1614;1043
1615;1043
1616;1043
1617;1043
1618;1043
1619;1043
1620;1043
1621;1043
1622;1043
1623;1044
1624;1044
1625;1044
1626;1044
1627;1044
1628;1044
1629;1044
1630;1044
1631;1044
1632;1044
1633;1044
1634;1044
1635;1044
1636;1044
1637;1044
1638;1044
1639;1044
1640;1044
1641;1044
1642;1044
1643;1044
1644;1044
1645;1044
1646;1044
1647;1044
1648;1044
1649;1044
1650;1044
1651;1044
1652;1044
1653;1044
1654;1044
1655;1044
1656;1044
1657;1044
1658;1044
1659;1044
1660;1044
1661;1044
1662;1044
1663;1044
1664;1044
1665;1044
1666;1044
1667;1044
1668;1044
1669;1044
1670;1044
1671;1044
1672;1044
1673;1044
1674;1045
1675;1045
1676;1045
1677;1045
1678;1045
1679;1045
1680;1045
1681;1045
1682;1045
1683;1045
1684;1045
1685;1045
1686;1045
1687;1045
1688;1045
1689;1045
1690;1045
1691;1045
1692;1045
1693;1045
1694;1045
1695;1045
1696;1045
1697;1045
1698;1045
1699;1045
1700;1045
1701;1045
1702;1045
1703;1045
1704;1045
1705;1045
1706;1045
1707;1045
1708;1045
1709;1045
1710;1045
1711;1045
1712;1045
1713;1045
1714;1045
1715;1045
1716;1045
1717;1046
1718;1046
1719;1046
1720;1046
1721;1046
1722;1046
1723;1046
1724;1046
1725;1046
1726;1046
1727;1046
1728;1046
1729;1046
1730;1046
1731;1046
1732;1046
1733;1046
1734;1046
1735;1046
1736;1046
1737;1046
1738;1046
1739;1046
1740;1046
1741;1046
1742;1046
1743;1046
1744;1046
1745;1046
1746;1046
1747;1046
1748;1046
1749;1046
1750;1046
1751;1046
1752;1046
1753;1046
1754;1046
1755;1046
1756;1046
1757;1046
1758;1047
1759;1047
1760;1047
1761;1047
1762;1047
1763;1047
1764;1047
1765;1047
1766;1047
1767;1047
1768;1047
1769;1047
1770;1047
1771;1047
1772;1047
1773;1047
1774;1047
1775;1047
1776;1047
1777;1047
1778;1047
1779;1047
1780;1047
1781;1047
1782;1047
1783;1047
1784;1047
1785;1047
1786;1047
1787;1047
1788;1048
1789;1048
1790;1048
1791;1048
1792;1048
1793;1048
1794;1048
1795;1048
1796;1048
1797;1048
1798;1048
1799;1048
1800;1048
1801;1048
1802;1048
1803;1048
1804;1048
1805;1048
1806;1048
1807;1048
1808;1048
1809;1048
1810;1048
1811;1048
1812;1048
1813;1048
1814;1048
1815;1048
1816;1048
1817;1048
1818;1048
1819;1048
1820;1048
1821;1048
1822;1048
1823;1048
1824;1049
1825;1049
1826;1049
1827;1049
1828;1049
1829;1049
1830;1049
1831;1049
1832;1049
1833;1049
1834;1049
1835;1049
1836;1049
1837;1049
1838;1049
1839;1049
1840;1049
1841;1049
1842;1049
1843;1049
1844;1049
1845;1049
1846;1049
1847;1049
1848;1049
1849;1049
1850;1049
1851;1049
1852;1049
1853;1049
1854;1049
1855;1049
1856;1049
1857;1049
1858;1049
1859;1049
1860;1049
1861;1049
1862;1049
1863;1049
1864;1050
1865;1050
1866;1050
1867;1050
1868;1050
1869;1050
1870;1050
1871;1050
1872;1050
1873;1050
1874;1050
1875;1050
1876;1050
1877;1050
1878;1050
1879;1050
1880;1050
1881;1050
1882;1050
1883;1050
1884;1050
1885;1050
1886;1050
1887;1050
1888;1050
1889;1050
1890;1050
1891;1050
1892;1050
1893;1050
1894;1051
1895;1051
1896;1051
1897;1051
1898;1051
1899;1051
1900;1051
1901;1051
1902;1051
1903;1051
1904;1051
1905;1051
1906;1051
1907;1051
1908;1051
1909;1051
1910;1051
1911;1051
1912;1051
1913;1051
1914;1051
1915;1051
1916;1051
1917;1051
1918;1051
1919;1051
1920;1051
1921;1051
1922;1051
1923;1051
1924;1051
1925;1051
1926;1051
1927;1051
1928;1051
1929;1051
1930;1051
1931;1051
1932;1051
1933;1051
1934;1051
1935;1051
1936;1051
1937;1051
1938;1051
1939;1052
1940;1052
1941;1052
1942;1052
1943;1052
1944;1052
1945;1052
1946;1052
1947;1052
1948;1052
1949;1052
1950;1052
1951;1052
1952;1052
1953;1052
1954;1052
1955;1052
1956;1052
1957;1052
1958;1052
1959;1052
1960;1052
1961;1052
1962;1052
1963;1052
1964;1052
1965;1052
1966;1052
1967;1052
1968;1052
1969;1052
1970;1052
1971;1052
1972;1052
1973;1052
1974;1052
1975;1052
1976;1052
1977;1052
1978;1052
1979;1052
1980;1052
1981;1052
1982;1052
1983;1052
1984;1052
1985;1052
1986;1052
1987;1052
1988;1052
1989;1052
