ID_KU;ID_PAPER
1000;131668
1000;131669
1000;131670
1000;131671
1000;131672
1000;131673
1000;131674
1000;131675
1000;131676
1000;131677
1000;131678
1000;131679
1000;131680
1000;131681
1000;131682
1000;131683
1000;131684
1000;131685
1000;131686
1000;131687
1000;131688
1000;131689
1000;131690
1000;131691
1000;131692
1000;131693
1000;131694
1000;131695
1000;131696
1000;131697
1000;131698
1000;131699
1000;131700
1000;131701
1000;131702
1000;131703
1000;131704
1000;131705
1000;131706
1000;131707
1000;131708
1000;131709
1000;131710
1000;131711
1000;131712
1000;131713
1000;131714
1000;131715
1000;131716
1000;131717
1000;131718
1000;131719
1000;131720
1000;131721
1000;131722
1000;131723
1000;131724
1000;131725
1000;131726
1000;131727
1000;131728
1000;131729
1000;131730
1000;131731
1000;131732
1000;131733
1000;131734
1000;131735
1000;131736
1000;131737
1000;131738
1000;131739
1000;131740
1000;131741
1000;131742
1000;131743
1000;131744
1000;131745
1000;131746
1000;131747
1000;131748
1000;131749
1000;131750
1000;131751
1000;131752
1000;131753
1000;131754
1000;131755
1000;131756
1000;131757
1000;131758
1000;131759
1000;131760
1000;131761
1000;131762
1000;131763
1000;131764
1000;131765
1000;131766
1000;131767
1000;131768
1000;131769
1000;131770
1000;131771
1000;131772
1000;131773
1000;131774
1000;131775
1000;131776
1000;131777
1000;131778
1000;131779
1000;131780
1000;131781
1000;131782
1000;131783
1000;131784
1000;131785
1000;131786
1000;131787
1000;131788
1000;131789
1000;131790
1000;131791
1000;131792
1000;131793
1000;131794
1000;131795
1000;131796
1000;131797
1000;131798
1000;131799
1000;131800
1000;131801
1000;131802
1000;131803
1000;131804
1000;131805
1000;131806
1000;131807
1000;131808
1000;131809
1000;131810
1000;131811
1000;131812
1000;131813
1000;131814
1000;131815
1000;131816
1000;131817
1000;131818
1000;131819
1000;131820
1000;131821
1000;131822
1000;131823
1000;131824
1000;131825
1000;131826
1000;131827
1000;131828
1000;131829
1000;131830
1000;131831
1000;131832
1000;131833
1000;131834
1000;131835
1000;131836
1000;131837
1000;131838
1000;131839
1000;131840
1000;131841
1000;131842
1000;131843
1000;131844
1000;131845
1000;131846
1000;131847
1000;131848
1000;131849
1000;131850
1000;131851
1000;131852
1000;131853
1000;131854
1000;131855
1000;131856
1000;131857
1000;131858
1000;131859
1000;131860
1000;131861
1000;131862
1000;131863
1000;131864
1000;131865
1000;131866
1000;131867
1000;131868
1000;131869
1000;131870
1000;131871
1000;131872
1000;131873
1000;131874
1000;131875
1000;131876
1000;131877
1000;131878
1000;131879
1000;131880
1000;131881
1000;131882
1000;131883
1000;131884
1000;131885
1000;131886
1000;131887
1000;131888
1000;131889
1000;131890
1000;131891
1000;131892
1000;131893
1000;131894
1000;131895
1000;131896
1000;131897
1000;131898
1000;131899
1000;131900
1000;131901
1000;131902
1000;131903
1000;131904
1000;131905
1000;131906
1000;131907
1000;131908
1000;131909
1000;131910
1000;131911
1000;131912
1000;131913
1000;131914
1000;131915
1000;131916
1000;131917
1000;131918
1000;131919
1000;131920
1000;131921
1000;131922
1000;131923
1000;131924
1000;131925
1000;131926
1000;131927
1000;131928
1000;131929
1000;131930
1000;131931
1000;131932
1000;131933
1000;131934
1000;131935
1000;131936
1000;131937
1000;131938
1000;131939
1000;131940
1000;131941
1000;131942
1000;131943
1000;131944
1000;131945
1000;131946
1000;131947
1000;131948
1000;131949
1000;131950
1000;131951
1000;131952
1000;131953
1000;131954
1000;131955
1000;131956
1000;131957
1000;131958
1000;131959
1000;131960
1000;131961
1000;131962
1000;131963
1000;131964
1000;131965
1000;131966
1000;131967
1000;131968
1000;131969
1000;131970
1000;131971
1000;131972
1000;131973
1000;131974
1000;131975
1000;131976
1000;131977
1000;131978
1000;131979
1000;131980
1000;131981
1000;131982
1000;131983
1000;131984
1000;131985
1000;131986
1000;131987
1000;131988
1000;131989
1000;131990
1000;131991
1000;131992
1000;131993
1000;131994
1000;131995
1000;131996
1000;131997
1000;131998
1000;131999
1000;132000
1000;132001
1000;132002
1000;132003
1000;132004
1000;132005
1000;132006
1000;132007
1000;132008
1000;132009
1000;132010
1000;132011
1000;132012
1000;132013
1000;132014
1000;132015
1000;132016
1000;132017
1000;132018
1000;132019
1000;132020
1000;132021
1000;132022
1000;132023
1000;132024
1000;132025
1000;132026
1000;132027
1000;132028
1000;132029
1000;132030
1000;132031
1000;132032
1000;132033
1000;132034
1000;132035
1000;132036
1000;132037
1000;132038
1000;132039
1000;132040
1000;132041
1000;132042
1000;132043
1000;132044
1000;132045
1000;132046
1000;132047
1000;132048
1000;132049
1000;132050
1000;132051
1000;132052
1000;132053
1000;132054
1000;132055
1000;132056
1000;132057
1000;132058
1000;132059
1000;132060
1000;132061
1000;132062
1000;132063
1000;132064
1000;132065
1000;132066
1000;132067
1000;132068
1000;132069
1000;132070
1000;132071
1000;132072
1000;132073
1000;132074
1000;132075
1000;132076
1000;132077
1000;132078
1000;132079
1000;132080
1000;132081
1000;132082
1000;132083
1000;132084
1000;132085
1000;132086
1000;132087
1000;132088
1000;132089
1000;132090
1000;132091
1000;132092
1000;132093
1000;132094
1000;132095
1000;132096
1000;132097
1000;132098
1000;132099
1000;132100
1000;132101
1000;132102
1000;132103
1000;132104
1000;132105
1000;132106
1000;132107
1000;132108
1000;132109
1000;132110
1000;132111
1000;132112
1000;132113
1000;132114
1000;132115
1000;132116
1000;132117
1000;132118
1000;132119
1000;132120
1000;132121
1000;132122
1000;132123
1000;132124
1000;132125
1000;132126
1000;132127
1000;132128
1000;132129
1000;132130
1000;132131
1000;132132
1000;132133
1000;132134
1000;132135
1000;132136
1000;132137
1000;132138
1000;132139
1000;132140
1000;132141
1000;132142
1000;132143
1000;132144
1000;132145
1000;132146
1000;132147
1000;132148
1000;132149
1000;132150
1000;132151
1000;132152
1000;132153
1000;132154
1000;132155
1000;132156
1000;132157
1000;132158
1000;132159
1000;132160
1000;132161
1000;132162
1000;132163
1000;132164
1000;132165
1000;132166
1000;132167
1000;132168
1000;132169
1000;132170
1000;132171
1000;132172
1000;132173
1000;132174
1000;132175
1000;132176
1000;132177
1000;132178
1000;132179
1000;132180
1000;132181
1000;132182
1000;132183
1000;132184
1000;132185
1000;132186
1000;132187
1000;132188
1000;132189
1000;132190
1000;132191
1000;132192
1000;132193
1000;132194
1000;132195
1000;132196
1000;132197
1000;132198
1000;132199
1000;132200
1000;132201
1000;132202
1000;132203
1000;132204
1000;132205
1000;132206
1000;132207
1000;132208
1000;132209
1000;132210
1000;132211
1000;132212
1000;132213
1000;132214
1000;132215
1000;132216
1000;132217
1000;132218
1000;132219
1000;132220
1000;132221
1000;132222
1000;132223
1000;132224
1000;132225
1000;132226
1000;132227
1000;132228
1000;132229
1000;132230
1000;132231
1000;132232
1000;132233
1000;132234
1000;132235
1000;132236
1000;132237
1000;132238
1000;132239
1000;132240
1000;132241
1000;132242
1000;132243
1000;132244
1000;132245
1000;132246
1000;132247
1000;132248
1000;132249
1000;132250
1000;132251
1000;132252
1000;132253
1000;132254
1000;132255
1000;132256
1000;132257
1000;132258
1000;132259
1000;132260
1000;132261
1000;132262
1000;132263
1000;132264
1000;132265
1000;132266
1000;132267
1000;132268
1000;132269
1000;132270
1000;132271
1000;132272
1000;132273
1000;132274
1000;132275
1000;132276
1000;132277
1000;132278
1000;132279
1000;132280
1000;132281
1000;132282
1000;132283
1000;132284
1000;132285
1000;132286
1000;132287
1000;132288
1000;132289
1000;132290
1000;132291
1000;132292
1000;132293
1000;132294
1000;132295
1000;132296
1000;132297
1000;132298
1000;132299
1000;132300
1000;132301
1000;132302
1000;132303
1000;132304
1000;132305
1000;132306
1000;132307
1000;132308
1000;132309
1000;132310
1000;132311
1000;132312
1000;132313
1000;132314
1000;132315
1000;132316
1000;132317
1000;132318
1000;132319
1000;132320
1000;132321
1000;132322
1000;132323
1000;132324
1000;132325
